trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status,stage,environment,parameter,value,setting,algorithm_key,canonical_algorithm,dga_iterations,comm_label,target_count_condition,scenario_generation_seed,scenario_sha256,out_dir,run_id
1,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,43.29436447975561,43.29436447975561,4,4,4,94,25,88,10,2,0,0,0,0.0,0,233,0,257,625,143,97,160,195,62,0.29979035639413,12.85,3.1,collision_intent:97;hipc_clear_bundle:3;hipc_entry:59;state:98,0.10000000000000009,0.07954545454545459,72,127.9614,5.496,104.5858,5.0313,72,23.3756,0.4786,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
2,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.121245977190604,61.121245977190604,6,6,6,131,35,112,23,5,6,3,2,10.0,1,330,0,344,891,138,137,207,272,72,0.22330097087378642,17.2,3.6,collision_intent:137;hipc_clear_bundle:1;hipc_entry:71;state:135,0.125,0.12053571428571419,87,138.023,4.9086,110.5976,4.4165,87,27.4254,0.4962,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
3,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,107.5959178956343,107.5959178956343,8,8,8,175,60,148,31,7,12,7,2,20.0,2,646,0,452,1147,207,184,268,363,89,0.2581047381546135,22.6,4.45,collision_intent:184;hipc_clear_bundle:6;hipc_entry:83;state:179,0.07499999999999996,0.15202702702702697,304,176.7812,5.1253,116.2055,4.677,304,60.5757,0.5225,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
4,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,58.945438631329104,58.945438631329104,4,4,4,108,34,102,10,3,0,0,0,0.0,0,342,0,277,701,128,111,166,223,54,0.25806451612903225,13.85,2.7,collision_intent:111;hipc_clear_bundle:2;hipc_entry:52;state:112,0.19999999999999996,0.12254901960784315,148,148.6434,5.7358,115.8176,5.2774,148,32.8258,0.4671,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
5,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,58.385749132635695,58.385749132635695,4,4,4,133,34,128,9,8,3,3,0,0.0,0,310,0,344,852,179,138,206,275,69,0.2901134521880065,17.2,3.45,collision_intent:138;hipc_entry:69;state:137,0.25,0.01171875,59,125.0939,4.6052,104.8539,4.1777,59,20.24,0.4832,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
6,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,50.94466798407082,50.94466798407082,2,2,2,116,30,111,9,4,0,0,0,0.0,0,264,0,305,751,161,118,187,238,67,0.2885304659498208,15.25,3.35,collision_intent:118;hipc_entry:67;state:120,0.07499999999999996,0.05180180180180183,56,94.1777,5.3822,77.9458,4.8849,56,16.2319,0.4973,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
7,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,77.63914620396943,77.63914620396943,7,7,7,172,45,146,30,7,7,5,1,5.0,1,410,0,432,1116,178,178,254,354,78,0.23421052631578948,21.6,3.9,collision_intent:178;hipc_clear_bundle:2;hipc_entry:76;state:176,0.125,0.041095890410958846,75,124.3464,5.6388,104.3218,5.1603,75,20.0246,0.518,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
8,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,54.745735321898785,54.745735321898785,6,6,6,118,32,102,20,3,0,0,0,0.0,0,293,0,314,769,171,121,193,243,71,0.29636048526863085,15.7,3.55,collision_intent:121;hipc_clear_bundle:2;hipc_entry:69;state:122,0.2250000000000001,0.13235294117647056,84,118.4996,5.3576,94.6558,4.9119,84,23.8438,0.4557,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
9,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,75.40801984621567,75.40801984621567,10,10,10,149,43,129,24,9,1,1,0,0.0,0,417,0,398,1012,179,154,244,307,91,0.24554183813443073,19.9,4.55,collision_intent:154;hipc_clear_bundle:4;hipc_entry:87;state:153,0.2749999999999999,0.05232558139534893,145,158.9298,5.8547,120.9095,5.428,145,38.0203,0.5041,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
10,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,48.99008416947852,48.99008416947852,4,4,4,98,29,96,6,4,1,1,0,0.0,0,270,0,271,683,128,102,169,204,67,0.25346534653465347,13.55,3.35,collision_intent:102;hipc_clear_bundle:3;hipc_entry:64;state:102,0.2749999999999999,0.15104166666666674,106,141.8389,4.8715,111.562,4.3482,106,30.2769,0.5646,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
11,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.85090140240443,61.85090140240443,5,5,5,136,36,120,20,9,0,0,0,0.0,0,326,0,357,896,174,140,217,280,77,0.2676923076923077,17.85,3.85,collision_intent:140;hipc_clear_bundle:3;hipc_entry:74;state:140,0.07499999999999996,0.050000000000000044,85,120.0971,5.0089,97.0539,4.6961,85,23.0432,0.5056,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
12,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,68.00581391231775,68.00581391231775,5,5,5,136,39,127,13,9,4,2,2,10.0,1,379,0,370,952,156,142,228,282,88,0.2287390029325513,18.5,4.4,collision_intent:142;hipc_clear_bundle:2;hipc_entry:86;state:140,0.2250000000000001,0.1082677165354331,125,132.559,3.779,98.5959,3.3141,125,33.9631,0.4649,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
13,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,47.46247139235884,47.46247139235884,1,1,1,96,28,99,1,4,0,0,0,0.0,0,262,0,255,643,120,98,157,198,57,0.255863539445629,12.75,2.85,collision_intent:98;hipc_clear_bundle:2;hipc_entry:55;state:100,0.17500000000000004,0.08838383838383845,97,146.7485,6.2726,117.8489,5.8308,97,28.8996,0.4843,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
14,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,54.871216010350054,54.871216010350054,3,3,3,125,32,121,8,8,4,4,0,0.0,0,289,0,326,820,155,129,197,258,68,0.26360544217687076,16.3,3.4,collision_intent:129;hipc_clear_bundle:1;hipc_entry:67;state:129,0.1499999999999999,0.03925619834710736,64,123.3383,4.6381,103.4982,4.1972,64,19.8401,0.4766,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
15,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,61.30987156172039,61.30987156172039,6,6,6,136,36,124,16,9,1,1,0,0.0,0,323,0,358,907,164,138,220,278,80,0.2496194824961948,17.9,4.0,collision_intent:138;hipc_clear_bundle:1;hipc_entry:79;state:140,0.1499999999999999,0.03629032258064524,73,138.1262,5.5763,115.6186,5.1239,73,22.5076,0.4871,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
16,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,93.32142937915604,93.32142937915604,12,12,12,175,54,145,34,8,0,0,0,0.0,0,524,0,444,1150,177,179,265,358,86,0.223203026481715,22.2,4.3,collision_intent:179;hipc_clear_bundle:4;hipc_entry:82;state:179,0.1499999999999999,0.06034482758620685,201,144.2914,5.3428,95.3169,4.9028,201,48.9745,0.4952,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
17,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,97.44334356310083,97.44334356310083,10,10,10,171,55,139,36,6,0,0,0,0.0,0,564,0,430,1075,213,175,255,350,80,0.27916120576671033,21.5,4.0,collision_intent:175;hipc_clear_bundle:4;hipc_entry:76;state:175,0.19999999999999996,0.06294964028776984,243,233.8953,5.4109,159.586,4.9708,243,74.3093,0.6024,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
18,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,47.451525075112805,47.451525075112805,1,1,1,108,28,107,5,4,0,0,0,0.0,0,244,0,279,709,125,108,171,220,59,0.24509803921568626,13.95,2.95,collision_intent:108;hipc_entry:59;state:112,0.07499999999999996,0.035046728971962704,55,157.899,6.6518,135.535,6.148,55,22.364,0.6164,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
19,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,44.75273651919171,44.75273651919171,2,2,2,91,26,89,6,7,1,1,0,0.0,0,249,0,254,657,103,95,159,190,64,0.2168421052631579,12.7,3.2,collision_intent:95;hipc_clear_bundle:4;hipc_entry:60;state:95,0.10000000000000009,0.0926966292134832,90,149.3255,5.9736,121.2458,5.4908,90,28.0797,0.5248,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
20,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,66.22858495401752,66.22858495401752,7,7,7,145,39,122,27,10,1,1,0,0.0,0,355,0,383,960,186,147,236,296,87,0.26382978723404255,19.15,4.35,collision_intent:147;hipc_clear_bundle:2;hipc_entry:85;state:149,0.32499999999999996,0.11475409836065564,93,150.2782,5.8161,115.5221,5.3335,93,34.7561,0.5991,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
21,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,85.16371814356275,85.16371814356275,11,11,11,170,50,134,40,11,0,0,0,0.0,0,471,0,443,1126,202,172,271,346,97,0.24876847290640394,22.15,4.85,collision_intent:172;hipc_clear_bundle:2;hipc_entry:95;state:174,0.25,0.06343283582089554,148,159.1931,5.6818,112.3584,5.1827,148,46.8347,0.5421,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
22,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,55.46240604639506,55.46240604639506,5,5,5,116,32,104,16,7,1,1,0,0.0,0,303,0,317,799,149,121,196,241,76,0.2547008547008547,15.85,3.8,collision_intent:121;hipc_clear_bundle:2;hipc_entry:74;state:120,0.2749999999999999,0.09615384615384626,87,146.2735,5.7324,117.7205,5.2965,87,28.553,0.5156,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
23,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,47.81150118793964,47.81150118793964,1,1,1,108,28,107,5,7,0,0,0,0.0,0,254,0,287,710,148,109,178,221,66,0.2787193973634652,14.35,3.3,collision_intent:109;hipc_clear_bundle:2;hipc_entry:64;state:112,0.17500000000000004,0.04439252336448596,58,143.5591,5.8151,121.9408,5.3612,58,21.6183,0.5263,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
24,known_visit,HIPC,bernoulli,drop_0.25,19,361,4,20,targets_20_hipc_h2_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,57.152634827427754,57.152634827427754,4,4,4,126,33,116,14,7,0,0,0,0.0,0,295,0,334,852,148,127,207,257,77,0.23909531502423265,16.7,3.85,collision_intent:127;hipc_clear_bundle:1;hipc_entry:76;state:130,0.19999999999999996,0.0818965517241379,80,176.4634,6.7503,149.8332,6.2608,80,26.6302,0.6611,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,bernoulli_025,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/bernoulli/targets_20_hipc_h2_bernoulli_025,targets_20_hipc_h2_bernoulli_025
0,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,43.03910142711728,43.03910142711728,0,0,0,88,25,92,0,2,0,0,0,0.0,0,235,0,242,723,0,91,151,183,59,0.0,12.1,2.95,collision_intent:91;hipc_clear_bundle:3;hipc_entry:56;state:92,0.07499999999999996,0.04347826086956519,96,153.3263,6.0669,125.8184,5.6086,96,27.5079,0.5755,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
1,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,43.00834010325852,43.00834010325852,0,0,0,77,25,81,0,1,0,0,0,0.0,0,251,0,206,615,0,80,126,161,45,0.0,10.3,2.25,collision_intent:80;hipc_clear_bundle:3;hipc_entry:42;state:81,0.10000000000000009,0.1265432098765431,130,161.561,5.5972,127.5437,5.0688,130,34.0173,0.7466,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
2,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,48.52305494996238,48.52305494996238,0,0,0,98,28,102,0,7,0,0,0,0.0,0,271,0,268,801,0,102,166,204,64,0.0,13.4,3.2,collision_intent:102;hipc_clear_bundle:4;hipc_entry:60;state:102,0.19999999999999996,0.07843137254901955,105,146.7227,4.9044,117.3314,4.3938,105,29.3913,0.5106,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
3,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,48.41646415508803,48.41646415508803,0,0,0,88,28,90,2,7,1,1,0,0.0,0,279,0,243,726,0,92,151,184,59,0.0,12.15,2.95,collision_intent:92;hipc_clear_bundle:3;hipc_entry:56;state:92,0.19999999999999996,0.09444444444444455,140,172.3064,5.657,134.7508,5.1763,140,37.5556,0.4956,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
4,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,46.90388550329389,46.90388550329389,0,0,0,85,27,89,0,0,0,0,0,0.0,0,273,0,224,669,0,88,136,177,47,0.0,11.2,2.35,collision_intent:88;hipc_clear_bundle:3;hipc_entry:44;state:89,0.125,0.11516853932584259,127,127.68,5.8113,99.7528,5.3322,127,27.9272,0.5379,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
5,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,49.13153258750195,49.13153258750195,0,0,0,91,28,95,0,3,1,1,0,0.0,0,283,0,258,771,0,95,163,190,68,0.0,12.9,3.4,collision_intent:95;hipc_clear_bundle:5;hipc_entry:63;state:95,0.2250000000000001,0.08157894736842097,132,189.0952,5.3376,154.4931,4.8208,132,34.6021,0.6674,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
6,known_visit,HIPC,ideal,1.0,19,361,4,20,targets_20_hipc_h2_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,True,51.25567346025691,51.25567346025691,0,0,0,93,30,97,0,5,1,1,0,0.0,0,299,0,254,759,0,97,157,194,60,0.0,12.7,3.0,collision_intent:97;hipc_clear_bundle:5;hipc_entry:55;state:97,0.125,0.10567010309278357,138,146.5641,5.8596,110.9714,5.3591,138,35.5927,0.5877,completed,target_load_horizon_pilot,known,commitment_horizon,2,h2,hipc,HIPC,,ideal,20,2026082120,b882d6da9ec23e371fca810ab01e04731a66315cbbefab64c331478fae6dffab,objective_tuning_target_load_pilot_25/results/raw/targets_20/h2/ideal/targets_20_hipc_h2_ideal,targets_20_hipc_h2_ideal
